Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"R Kirollos, M Harriott","Virtual Reality to Mixed Reality Graphic Conversion in Unity: Preliminary Guidelines and Graphic User Interface",2021,"International Conference on Human-Computer …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-90176-9_46","https://scholar.google.com/scholar?cites=8996826310611899142&as_sdt=2005&sciodt=0,5&hl=en",68,"2023-12-13 11:24:03","","10.1007/978-3-030-90176-9_46","","",,,,,3,1.50,2,2,2,"… reality (VR) headsets are used primarily for training and simulation, while mixed reality (MR) … , and operational applications along an extended reality spectrum. In our future work, we are …","","https://scholar.google.com/scholar?q=related:BhPpvdwl23wJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"A Knyazev, J Cheremukhina","Regulatory and Methodological Support for the Mixed Reality Technology in Education",2022,"2022 2nd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9801029/","https://scholar.google.com/scholar?cites=1423228235291542386&as_sdt=2005&sciodt=0,5&hl=en",74,"2023-12-13 11:24:03","","","","",,,,,3,3.00,2,2,1,"… mixed reality technology in education. The authors review the literature on the augmented reality technologies that can provide benefits compared to other technical solutions used in …","https://ieeexplore.ieee.org/iel7/9800942/9800943/09801029.pdf","https://scholar.google.com/scholar?q=related:csPbFopSwBMJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"J Husár, L Knapcikova","Online and offline control of collaborative robot sused mixed reality",2021,"Acta Technol","researchgate.net","https://www.researchgate.net/profile/Jozef-Husar/publication/354686200_ONLINE_AND_OFFLINE_CONTROL_OF_COLLABORATIVE_ROBOTS_USED_MIXED_REALITY/links/6159edaa4a82eb7cb5f49976/ONLINE-AND-OFFLINE-CONTROL-OF-COLLABORATIVE-ROBOTS-USED-MIXED-REALITY.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail","https://scholar.google.com/scholar?cites=4543140611676235324&as_sdt=2005&sciodt=0,5&hl=en",77,"2023-12-13 11:24:03","PDF","","","",,,,,3,1.50,2,2,2,"… reality allows you to insert objects into the real world using mobile and other devices. Mixed reality, also called mixed reality, is a … the already mentioned mixed reality about collaborative …","https://www.researchgate.net/profile/Jozef-Husar/publication/354686200_ONLINE_AND_OFFLINE_CONTROL_OF_COLLABORATIVE_ROBOTS_USED_MIXED_REALITY/links/6159edaa4a82eb7cb5f49976/ONLINE-AND-OFFLINE-CONTROL-OF-COLLABORATIVE-ROBOTS-USED-MIXED-REALITY.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail","https://scholar.google.com/scholar?q=related:POac01B6DD8J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"B Emo, A Gerber, C Hölscher","User-centred spatial thinking in architectural design with mixed reality",2021,"… Conference, Novi Sad …","digitalcollection.zhaw.ch","https://digitalcollection.zhaw.ch/handle/11475/23145","https://scholar.google.com/scholar?cites=11022346953170241011&as_sdt=2005&sciodt=0,5&hl=en",89,"2023-12-13 11:24:03","","","","",,,,,3,1.50,1,3,2,"… merit of using mixed reality for user… mixed reality improved students` capacity to design from the users' perspective. While there is still much untapped potential for including mixed reality …","","https://scholar.google.com/scholar?q=related:80XSric-95gJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"M Patel","EMERGING TRENDS OF IMMERSIVE MEDIA IN INDIA–AUGMENTED REALITY (AR), VIRTUAL REALITY (VR) AND MIXED REALITY (MR) CASE",2021,"DR. DY PATIL B-SCHOOL, PUNE, INDIA","academia.edu","https://www.academia.edu/download/68697632/Dr._D.Y.Patil_B_School_International_Conference_Proceedings.pdf#page=877","https://scholar.google.com/scholar?cites=6225023378937701472&as_sdt=2005&sciodt=0,5&hl=en",101,"2023-12-13 11:24:03","PDF","","","",,,,,3,1.50,3,1,2,"… of augmented and virtual reality. Physical world and virtual world can interact with each other in Mixed Reality. Microsoft HoloLens is the prime example of a mixed reality device. With …","https://www.academia.edu/download/68697632/Dr._D.Y.Patil_B_School_International_Conference_Proceedings.pdf#page=877","https://scholar.google.com/scholar?q=related:YGQVFMi5Y1YJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"V Stifano, MC Palumbo, S Chidambaram…","The use of Mixed Reality for the treatment planning of unruptured intracranial aneurysms.",2021,"Journal of …","europepmc.org","https://europepmc.org/article/med/34342192","https://scholar.google.com/scholar?cites=18058954933194281786&as_sdt=2005&sciodt=0,5&hl=en",102,"2023-12-13 11:24:03","","","","",,,,,3,1.50,1,4,2,"… been raised towards extended reality, which comprises virtual, augmented, and mixed reality (MR) … A wearable mixed-reality device (HoloLens) was used to display and interact with a …","","https://scholar.google.com/scholar?q=related:OlPVz9RLnvoJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"L Brägger, L Baumgartner…","Interaction and visualization design considerations for gaze-guided communication in collaborative extended reality",2022,"ISPRS Annals of …","isprs-annals.copernicus.org","https://isprs-annals.copernicus.org/articles/V-4-2022/205/2022/isprs-annals-V-4-2022-205-2022.html","https://scholar.google.com/scholar?cites=5059025152643238271&as_sdt=2005&sciodt=0,5&hl=en",148,"2023-12-13 11:24:03","","","","",,,,,3,3.00,1,3,1,"… 10f1 (Unity QA, 2020), and for the head-gaze prototypes and related interactive elements, we used the Mixed Reality Toolkit (MRTK) from Microsoft (Microsoft, 2021). We varied the …","https://isprs-annals.copernicus.org/articles/V-4-2022/205/2022/isprs-annals-V-4-2022-205-2022.pdf","https://scholar.google.com/scholar?q=related:fwkRjZJENUYJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"Z Zhang","Building Symmetrical Reality Systems for Cooperative Manipulation",2023,"… IEEE Conference on Virtual Reality and 3D User …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10108724/","https://scholar.google.com/scholar?cites=16941012103190754747&as_sdt=2005&sciodt=0,5&hl=en",153,"2023-12-13 11:24:03","","","","",,,,,3,3.00,3,1,1,"… environment, which naturally creates a mixed reality environment of the physical and … reality with two different perception centers, and all of the mixed forms of physical and virtual reality …","","https://scholar.google.com/scholar?q=related:uzVHIsCQGusJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"MH Yengui, C Stechert","On the activation of students through augmented reality experiences",2021,"Proceedings of the Design Society","cambridge.org","https://www.cambridge.org/core/journals/proceedings-of-the-design-society/article/on-the-activation-of-students-through-augmented-reality-experiences/2C3498A6F8A5CA629ADAFC09BAFE96DC","https://scholar.google.com/scholar?cites=4806182892156646805&as_sdt=2005&sciodt=0,5&hl=en",155,"2023-12-13 11:24:03","","","","",,,,,3,1.50,2,2,2,"… All kinds of Mixed Reality are increasingly used in industrial and social context, such as product development processes. Through Augmented Reality (AR) technology and the constant …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/2C3498A6F8A5CA629ADAFC09BAFE96DC/S2732527X21004922a.pdf/div-class-title-on-the-activation-of-students-through-augmented-reality-experiences-div.pdf","https://scholar.google.com/scholar?q=related:lXWOTOD9skIJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"UH Govindarajan, D Zhang","Extended reality for patient recovery and wellness",2023,"Extended Reality for Healthcare Systems","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780323983815000076","https://scholar.google.com/scholar?cites=3402515232518138692&as_sdt=2005&sciodt=0,5&hl=en",159,"2023-12-13 11:24:03","","","","",,,,,3,3.00,2,2,1,"… in healthcare systems, including advancements in immersive extended reality (XR). Virtual reality, augmented reality, and mixed reality are together referred to as XR or immersive XR. …","","https://scholar.google.com/scholar?q=related:RGsZoZMpOC8J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"L Wang, C Sandor","Can You Perceive the Size Change? Discrimination Thresholds for Size Changes in Augmented Reality",2021,"… Conference on Virtual Reality and Mixed Reality","Springer","https://link.springer.com/chapter/10.1007/978-3-030-90739-6_2","https://scholar.google.com/scholar?cites=12039244470267556370&as_sdt=2005&sciodt=0,5&hl=en",161,"2023-12-13 11:24:03","","10.1007/978-3-030-90739-6_2","","",,,,,3,1.50,2,2,2,"Existing psychophysical experiments show that size changes of objects could influence the human perception of objects properties (eg, shape or weight) in the physical surroundings. …","","https://scholar.google.com/scholar?q=related:EjJiHg_9E6cJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"V Hui, T Estrina, G Zhou, A Huang","Applications of Extended Reality Technologies within Design Pedagogy: A Case Study in Architectural Science",2021,"International Journal of Digital …","academia.edu","https://www.academia.edu/download/91605565/Applications-of-Extended-Reality-Technologies-within-Design-Pedagogy.pdf","https://scholar.google.com/scholar?cites=6661599679960576763&as_sdt=2005&sciodt=0,5&hl=en",165,"2023-12-13 11:24:03","PDF","","","",,,,,3,1.50,1,4,2,"… This paper examines the possibilities of the incorporation of virtual reality, augmented reality, and mixed reality into the post-secondary architectural academic setting through lecture-…","https://www.academia.edu/download/91605565/Applications-of-Extended-Reality-Technologies-within-Design-Pedagogy.pdf","https://scholar.google.com/scholar?q=related:-_LnP53BclwJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"T Kim, G Guida, D Kim","VitruviAR: Interactive Augmented Reality for Early Design Stage Applications",2021,"","papers.cumincad.org","http://papers.cumincad.org/data/works/att/sigradi2021_83.pdf","https://scholar.google.com/scholar?cites=15204468080196615863&as_sdt=2005&sciodt=0,5&hl=en",169,"2023-12-13 11:24:03","PDF","","","",,,,,3,1.50,1,3,2,"… The increasing development of Augmented Reality (AR) applications have found … on how the design cycle could be completed through mixed reality. In this paper we present VitruviAR, …","http://papers.cumincad.org/data/works/att/sigradi2021_83.pdf","https://scholar.google.com/scholar?q=related:t37ihikfAdMJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"F Shirani","Integrating diversity in simulation‐based education: Potential role of virtual reality",2021,"AEM Education and Training","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8194318/","https://scholar.google.com/scholar?cites=1176198491898147749&as_sdt=2005&sciodt=0,5&hl=en",193,"2023-12-13 11:24:03","","","","",,,,,3,1.50,3,1,2,"… Here is where virtual reality 2 can be tremendously helpful in … Virtual reality tools can also help recognizing and mitigating … virtual‐, augmented‐, and mixed‐reality techniques can help …","","https://scholar.google.com/scholar?q=related:pXPw7kuyUhAJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"V Barrile, E Bernardo, A Fotia, G Bilotta","A Combined Study of Cultural Heritage in Archaeological Museums: 3D Survey and Mixed Reality. Heritage 2022, 5, 1330–1349",2022,"","academia.edu","https://www.academia.edu/download/92784012/pdf.pdf","https://scholar.google.com/scholar?cites=12527209837720812290&as_sdt=2005&sciodt=0,5&hl=en",51,"2023-12-13 11:24:03","PDF","","","",,,,,2,2.00,1,4,1,"… Tools and libraries for virtual, augmented, and mixed reality content have recently become … building information models, virtual and augmented reality) allowing the choice of different 3D …","https://www.academia.edu/download/92784012/pdf.pdf","https://scholar.google.com/scholar?q=related:ArsgtPmW2a0J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"L Bondurant, D Reinholz","“Rahul is a Math Nerd” and “Mia Can Be a Drama Queen”: How Mixed-Reality Simulations Can Perpetuate Racist and Sexist Stereotypes",2023,"Mathematics Teacher Educator","pubs.nctm.org","https://pubs.nctm.org/view/journals/mte/11/3/article-p189.xml","https://scholar.google.com/scholar?cites=480963919605706558&as_sdt=2005&sciodt=0,5&hl=en",53,"2023-12-13 11:24:03","","","","",,,,,2,2.00,1,2,1,"… with a popular simulations platform, which creates mixed-reality simulations of five digital avatars … Here, we focus on mixed-reality simulations, comprising a PT leading a discussion with …","","https://scholar.google.com/scholar?q=related:Pq_g-SK6rAYJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"CY Tseng, Y Shu, TC Huang, WC Hsu…","Integration of Mixed Reality in Teaching and Learning Effectiveness: A Systematic Literature Review of the Analyses",2021,"… and Learning: 4th …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-91540-7_10","https://scholar.google.com/scholar?cites=2113122993366393488&as_sdt=2005&sciodt=0,5&hl=en",65,"2023-12-13 11:24:03","","10.1007/978-3-030-91540-7_10","","",,,,,2,1.00,0,5,2,"… In this study, a literature review was conducted on the trends in applying mixed reality (MR) … In addition, relevant suggestions for mixed reality in education future research are proposed…","","https://scholar.google.com/scholar?q=related:kGJQqipSUx0J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"R Kirollos, W Merchant","Comparing cybersickness in virtual reality and mixed reality head-mounted displays",2023,"Frontiers in Virtual Reality","frontiersin.org","https://www.frontiersin.org/articles/10.3389/frvir.2023.1130864/full","https://scholar.google.com/scholar?cites=13472500628260641510&as_sdt=2005&sciodt=0,5&hl=en",66,"2023-12-13 11:24:03","HTML","10.3389/frvir.2023.1130864","","",,,,,2,2.00,1,2,1,"… in two Mixed Reality conditions and one Virtual reality condition. … in the first Mixed Reality condition (called ‘Mixed Reality’ … the second Mixed Reality condition (called ‘Mixed Reality +’ …","https://www.frontiersin.org/articles/10.3389/frvir.2023.1130864/full","https://scholar.google.com/scholar?q=related:5tqz5_Dv97oJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"C Vazquez, N Tan, S Sadalgi","Home Studio: DIY Interior Design in Mixed Reality",2021,"ACM SIGGRAPH 2021 Immersive …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3450615.3464528","https://scholar.google.com/scholar?cites=13278872445964788654&as_sdt=2005&sciodt=0,5&hl=en",78,"2023-12-13 11:24:03","","10.1145/3450615.3464528","","",,,,,2,1.00,1,3,2,"… In this work, we present Home Studio, a mixed reality design tool for home staging. Our tool … sense of presence for prospective buyers with an accompanying virtual reality experience. …","https://dl.acm.org/doi/pdf/10.1145/3450615.3464528","https://scholar.google.com/scholar?q=related:riN0lyIISLgJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"W Guo, X Wang, Z Deng, H Li","A Civil Aircraft Cockpit Control Device Design Using Mixed Reality Device",2022,"International Conference on Human …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-06015-1_14","https://scholar.google.com/scholar?cites=3653979301712298107&as_sdt=2005&sciodt=0,5&hl=en",84,"2023-12-13 11:24:03","","10.1007/978-3-031-06015-1_14","","",,,,,2,2.00,1,4,1,"… Mixed Reality are considered enabling technologies for the Industry 4.0 paradigm. Mixed Reality … With the commercialization of Mixed Reality, we expect this technology to be applied in …","","https://scholar.google.com/scholar?q=related:ewAxt9CKtTIJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"K Helin, J Karjalainen, T Kuula, P Kiernan, G Casarosa…","The Remote User Test of Mixed Reality System for AIT/AIV in the Space Domain",2021,"nil e H ja K","academia.edu","https://www.academia.edu/download/94746897/T395.pdf#page=14","https://scholar.google.com/scholar?cites=12279119776010271462&as_sdt=2005&sciodt=0,5&hl=en",86,"2023-12-13 11:24:03","PDF","","","",,,,,2,1.00,0,6,2,"This extended abstract introduces the Mixed Reality (MR) system which has been developed for assembly, integration, testing and verification (AIT/V) in the space domain. It has been …","https://www.academia.edu/download/94746897/T395.pdf#page=14","https://scholar.google.com/scholar?q=related:5vqQ82AyaKoJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"O Pappalardo, M Pasquali, A Maltagliati…","A platform for real-3d visualization and planning of left atrial appendage occlusion through mixed reality",2021,"European Heart …","academic.oup.com","https://academic.oup.com/ehjcimaging/article-abstract/22/Supplement_1/jeaa356.247/6131245","https://scholar.google.com/scholar?cites=537361892970096317&as_sdt=2005&sciodt=0,5&hl=en",91,"2023-12-13 11:24:03","","","","",,,,,2,1.00,1,4,2,"… ; Mixed Reality (MxR) technology aims at overcoming such limitations by allowing for real-3D visualizations with holographic replicas of anatomical models while preserving a sense of …","","https://scholar.google.com/scholar?q=related:vWZQassXdQcJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"EFE Ahmet","Taking Virtual Reality and Augmented Reality to The Next Level: Artificial Intelligence with Mixed Reality",,"Kamu Yönetimi ve Teknoloji Dergisi","dergipark.org.tr","https://dergipark.org.tr/en/pub/kaytek/issue/75646/1185712","https://scholar.google.com/scholar?cites=9483213233688936543&as_sdt=2005&sciodt=0,5&hl=en",115,"2023-12-13 11:24:03","","","","",,,,,2,0.00,2,1,,"… reality (VR) and augmented reality (AR) have caused significant excitement, but Mixed reality (… With the advent of Metaverse, the reality concepts are being redefined and highlighted by …","https://dergipark.org.tr/en/download/article-file/2694698","https://scholar.google.com/scholar?q=related:XwBQGzEkm4MJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"B LIU, L MENG","Research Progress and Prospect of Extended Reality and Geospatial Cognition",2022,"武汉大学学报 (信息科学版)","ch.whu.edu.cn","http://ch.whu.edu.cn/en/article/doi/10.13203/j.whugis20220759?viewType=SUP","https://scholar.google.com/scholar?cites=6692289005321531347&as_sdt=2005&sciodt=0,5&hl=en",129,"2023-12-13 11:24:03","HTML","10.13203/j.whugis20220759","","",,,,,2,2.00,1,2,1,"… 扩展现实(extended reality,XR)包括增强现实(augmented reality,AR),虚拟现实(virtual reality,VR)和 混合现实(mixed reality,MR),是被广泛提及的元宇宙的核心技术之一 [1] .扩展现实不仅丰富…","http://ch.whu.edu.cn/en/article/doi/10.13203/j.whugis20220759?viewType=SUP","https://scholar.google.com/scholar?q=related:0y9xoGTJ31wJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"NA Nasharuddin, NA Umar","A Preliminary Investigation on Learning Basic Chemistry using Virtual Reality",2021,"2021 1st Conference on Online …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9638812/","https://scholar.google.com/scholar?cites=112828911890322022&as_sdt=2005&sciodt=0,5&hl=en",143,"2023-12-13 11:24:03","","","","",,,,,2,1.00,1,2,2,"… based education are augmented reality, virtual reality, and mixed reality. Visualising the mechanism … This study developed an immersive mobile prototype application using virtual reality …","","https://scholar.google.com/scholar?q=related:ZtKdLUzZkAEJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"J Simonen, T Björk, T Nikula…","Measuring world-locking accuracy in ar/mr head-mounted displays",2021,"… , and Mixed Reality (AR …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11765/117650U/Measuring-world-locking-accuracy-in-ARMR-head-mounted-displays/10.1117/12.2584208.short","https://scholar.google.com/scholar?cites=17043793947887447814&as_sdt=2005&sciodt=0,5&hl=en",163,"2023-12-13 11:24:03","","10.1117/12.2584208.short","","",,,,,2,1.00,1,4,2,"Reliable world locking in augmented and mixed reality (AR/MR) devices is important for achieving immersion and critical for technical applications that rely on stable anchoring of virtual …","","https://scholar.google.com/scholar?q=related:Bq_IMEu4h-wJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"D Janecký, E Kučera, O Haffner","HoloLens 2 and Virtual Reality as Methods for Managing Phobias",2022,"2022 Cybernetics & …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9925954/","https://scholar.google.com/scholar?cites=17016007931841851803&as_sdt=2005&sciodt=0,5&hl=en",172,"2023-12-13 11:24:03","","","","",,,,,2,2.00,1,3,1,"… Since it is no longer virtual reality but mixed reality, the fear of heights could not be depicted in a believable way, so we only deal with the fear of snakes and spiders in this app [6]. …","https://ieeexplore.ieee.org/iel7/9925599/9925916/09925954.pdf","https://scholar.google.com/scholar?q=related:m7GpMA8BJewJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"D Kim, HI Kim, W Woo","Mutual space generation with relative translation gains in redirected walking for asymmetric remote collaboration",2022,"… on Mixed and Augmented Reality …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9974247/","https://scholar.google.com/scholar?cites=2304826514357353190&as_sdt=2005&sciodt=0,5&hl=en",181,"2023-12-13 11:24:03","","","","",,,,,2,2.00,1,3,1,"… This study proposed a Mixed Reality (MR) mutual space generation method that aligns the Virtual Reality (VR) clients’ spaces around the Augmented Reality (AR) host space’s …","https://ieeexplore.ieee.org/iel7/9973799/9974160/09974247.pdf","https://scholar.google.com/scholar?q=related:5vor2YBj_B8J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"D Rompapas, C Rodda, BC Brown, NB Zerkin…","Project esky: An open source software framework for high fidelity extended reality",2021,"Extended Abstracts of …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3411763.3451804","https://scholar.google.com/scholar?cites=8418713266262641973&as_sdt=2005&sciodt=0,5&hl=en",184,"2023-12-13 11:24:03","","10.1145/3411763.3451804","","",,,,,2,1.00,0,5,2,"… Our framework also includes calibration methods to compute the between-sensor ofsets, integration with Microsoft’s Mixed Reality Toolkit for hand-gesture based interactions, and a …","https://dl.acm.org/doi/pdf/10.1145/3411763.3451804","https://scholar.google.com/scholar?q=related:NQ10hRxH1XQJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
2,"T Tariuge","Speech-based virtual assistant for treatment of Alzheimer disease patient using virtual reality environment (VRE)",2022,"International Conference on Human-Computer …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-05014-5_31","https://scholar.google.com/scholar?cites=428975092636132595&as_sdt=2005&sciodt=0,5&hl=en",190,"2023-12-13 11:24:03","","10.1007/978-3-031-05014-5_31","","",,,,,2,2.00,2,1,1,"… Hololearn: Learning through mixed reality for people with Cognitive … The subjects were made to use Mixed Reality (MR) … In a research conducted by [4], a mixed Reality device which can …","","https://scholar.google.com/scholar?q=related:8yQR7pIG9AUJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"LFS Cardoso, BYL Kimura, ER Zorzal","Towards augmented and mixed reality on future mobile networks",2023,"Multimedia Tools and Applications","Springer","https://link.springer.com/article/10.1007/s11042-023-15301-4","https://scholar.google.com/scholar?cites=17506626783219415160&as_sdt=2005&sciodt=0,5&hl=en",58,"2023-12-13 11:24:03","HTML","10.1007/s11042-023-15301-4","","",,,,,1,1.00,0,3,1,"Augmented and Mixed Reality (AR/MR) technologies enhance the human perception of the world by combining virtual and real environments. With the increase of mobile devices and …","https://link.springer.com/article/10.1007/s11042-023-15301-4","https://scholar.google.com/scholar?q=related:ePghJU4I9PIJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"GD Voinea, RG Boboc…","MIXED REALITY TOOLS FOR EDUCATION IN THE METAVERSE",2022,"Education and …","end-educationconference.org","https://end-educationconference.org/wp-content/uploads/2022/07/2022v2end056.pdf","https://scholar.google.com/scholar?cites=9563102853531596077&as_sdt=2005&sciodt=0,5&hl=en",63,"2023-12-13 11:24:03","PDF","","","",,,,,1,1.00,0,3,1,"… In this article we briefly present several free tools that educators can adapt and use to create a virtual classroom based on mixed reality (XR) technologies, along with the main XR …","https://end-educationconference.org/wp-content/uploads/2022/07/2022v2end056.pdf","https://scholar.google.com/scholar?q=related:LXVGt2D3toQJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"T Wächter, J Rexilius, M König","Interactive evacuation in intelligent buildings assisted by mixed reality",2022,"Journal of Smart Cities and …","content.iospress.com","https://content.iospress.com/articles/journal-of-smart-cities-and-society/scs220009","https://scholar.google.com/scholar?cites=11291967951934769473&as_sdt=2005&sciodt=0,5&hl=en",80,"2023-12-13 11:24:03","HTML","","","",,,,,1,1.00,0,3,1,"… Furthermore, we aimed the use upcoming mixed reality technology for our purpose. To this end, we used a HoloLens from Microsoft. The display in the glasses show the user an arrow …","https://content.iospress.com/articles/journal-of-smart-cities-and-society/scs220009","https://scholar.google.com/scholar?q=related:QckqXgYhtZwJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"K Chaudhari","Mixed Reality in Transportation Industry",2021,"unpublished article","researchgate.net","https://www.researchgate.net/profile/Krutarth-Chaudhari/publication/357327231_MIXED_REALITY_IN_TRANSPORTATION_INDUSTRY/links/61c73768da5d105e55f84470/MIXED-REALITY-IN-TRANSPORTATION-INDUSTRY.pdf","https://scholar.google.com/scholar?cites=3036657850927615544&as_sdt=2005&sciodt=0,5&hl=en",81,"2023-12-13 11:24:03","PDF","","","",,,,,1,0.50,1,1,2,"… The current review aims to study the fundamental application of Mixed Reality (MR) technology in the field of transportation. For this review, literature was collected from various sources …","https://www.researchgate.net/profile/Krutarth-Chaudhari/publication/357327231_MIXED_REALITY_IN_TRANSPORTATION_INDUSTRY/links/61c73768da5d105e55f84470/MIXED-REALITY-IN-TRANSPORTATION-INDUSTRY.pdf","https://scholar.google.com/scholar?q=related:OA7x_DlgJCoJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
1,"N Yilmaz, E Ergen, D Artan","A usability test protocol for evaluating mixed reality environments",2021,"EC3 Conference 2021","ec-3.org","https://ec-3.org/publications/conference/paper/?id=EC32021_174","https://scholar.google.com/scholar?cites=9846830547244705607&as_sdt=2005&sciodt=0,5&hl=en",82,"2023-12-13 11:24:03","","","","",,,,,1,0.50,0,3,2,"… of a prototype, which is developed for a mixed reality environment in a building. The main … proposed for the evaluation of mixed reality environments in the facility management phase. …","https://ec-3.org/publications/conferences/EC32021/papers/EC32021_174.pdf","https://scholar.google.com/scholar?q=related:R2f8Qzb4pogJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
